accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.6688521504402161,0.7377727031707764,0.6052814722061157,0.732077419757843,0.8165720701217651,0.5264168977737427,0.0010000000474974513
0.7431895732879639,0.8236454129219055,0.5159352421760559,0.7639979124069214,0.847815990447998,0.48398590087890625,0.0010000000474974513
0.766552746295929,0.8463866710662842,0.48605337738990784,0.7765567898750305,0.8645567893981934,0.45907121896743774,0.0010000000474974513
0.7797580361366272,0.8602110147476196,0.46589669585227966,0.791208803653717,0.8738285303115845,0.44374287128448486,0.0010000000474974513
0.7888078093528748,0.8691951036453247,0.45192861557006836,0.8001046776771545,0.8801178932189941,0.43310073018074036,0.0010000000474974513
0.7938867807388306,0.8758718967437744,0.4413835108280182,0.8042909502983093,0.8845828771591187,0.4256272315979004,0.0010000000474974513
0.7975805997848511,0.8806471228599548,0.43347683548927307,0.8053375482559204,0.8878147006034851,0.4198801517486572,0.0010000000474974513
0.8021054863929749,0.8842092156410217,0.4273625612258911,0.8084772229194641,0.8901963233947754,0.4156813621520996,0.0010000000474974513
0.8073691129684448,0.8871414661407471,0.422307550907135,0.8110936880111694,0.892217218875885,0.4121028780937195,0.0010000000474974513
0.8097700476646423,0.8894572854042053,0.4180821180343628,0.8142333626747131,0.893814206123352,0.4093891978263855,0.0010000000474974513
0.8106935024261475,0.8915284276008606,0.41435855627059937,0.8168498277664185,0.8951395750045776,0.40697047114372253,0.0010000000474974513
0.8127250671386719,0.893264651298523,0.41112691164016724,0.8163265585899353,0.8963810801506042,0.40465298295021057,0.0010000000474974513
0.8131868243217468,0.8948578238487244,0.4082964062690735,0.8173730969429016,0.8972026109695435,0.40329739451408386,0.0010000000474974513
0.8146643042564392,0.896156907081604,0.4058927893638611,0.8184196949005127,0.8978635668754578,0.4018157422542572,0.0010000000474974513
0.8154954314231873,0.8973206281661987,0.4037182927131653,0.8189429640769958,0.8985065817832947,0.400458961725235,0.0010000000474974513
0.8180810809135437,0.8984032273292542,0.4016493558883667,0.8158032298088074,0.8993351459503174,0.3992801010608673,0.0010000000474974513
0.819927990436554,0.8994620442390442,0.39968428015708923,0.8178963661193848,0.9000722765922546,0.3979134261608124,0.0010000000474974513
0.8201126456260681,0.9004471302032471,0.39785298705101013,0.8184196949005127,0.9006516933441162,0.39688366651535034,0.0010000000474974513
0.8214978575706482,0.9013700485229492,0.3961556553840637,0.8184196949005127,0.9013521671295166,0.39584413170814514,0.0010000000474974513
0.8221442699432373,0.9022234082221985,0.3946216106414795,0.8168498277664185,0.9018527269363403,0.3949568271636963,0.0010000000474974513
0.8214978575706482,0.9029879570007324,0.39321574568748474,0.8168498277664185,0.9022820591926575,0.39425623416900635,0.0010000000474974513
0.8227906823158264,0.9037069082260132,0.39182648062705994,0.8163265585899353,0.9024906754493713,0.3935805857181549,0.0010000000474974513
0.8235294222831726,0.9044679403305054,0.39050519466400146,0.8178963661193848,0.9028445482254028,0.392805278301239,0.0010000000474974513
0.8236217498779297,0.9051221609115601,0.3892407715320587,0.8189429640769958,0.9032821655273438,0.3921869397163391,0.0010000000474974513
0.8239911198616028,0.9057261347770691,0.38803422451019287,0.8189429640769958,0.9034337997436523,0.3918798267841339,0.0010000000474974513
0.8250992894172668,0.9063470959663391,0.3869495093822479,0.8178963661193848,0.9037082195281982,0.39129629731178284,0.0010000000474974513
0.8253763318061829,0.9068760275840759,0.38592958450317383,0.8210361003875732,0.9038658738136292,0.39098480343818665,0.0010000000474974513
0.826022744178772,0.9074141383171082,0.38489824533462524,0.8205128312110901,0.9043516516685486,0.39047178626060486,0.0010000000474974513
0.8268538117408752,0.9080030918121338,0.3838449716567993,0.8220826983451843,0.9046041965484619,0.3898850381374359,0.0010000000474974513
0.8275925517082214,0.9084556102752686,0.38295358419418335,0.8226059675216675,0.9048855900764465,0.3893377184867859,0.0010000000474974513
