accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.6841813921928406,0.7533514499664307,0.5901494026184082,0.7624280452728271,0.8410868644714355,0.49743276834487915,0.0010000000474974513
0.7420814633369446,0.8183391690254211,0.5217676758766174,0.7786499261856079,0.8646186590194702,0.46018874645233154,0.0010000000474974513
0.7596269249916077,0.8401919007301331,0.49335798621177673,0.790162205696106,0.8747453689575195,0.4445711076259613,0.0010000000474974513
0.7651675939559937,0.8440381288528442,0.4881246089935303,0.7922553420066833,0.8802618980407715,0.4384070336818695,0.0010000000474974513
0.7699695229530334,0.8523085713386536,0.476636677980423,0.7943485379219055,0.8843309879302979,0.4315843880176544,0.0010000000474974513
0.7767106890678406,0.859599769115448,0.4663979113101959,0.7964416742324829,0.8864706754684448,0.4273208677768707,0.0005000000237487257
0.7766183614730835,0.8601180911064148,0.4658917784690857,0.8001046776771545,0.8887621164321899,0.4239395558834076,0.0005000000237487257
0.7796657085418701,0.8627528548240662,0.4615285098552704,0.7995813488960266,0.8893918395042419,0.42267680168151855,0.0005000000237487257
0.7828977704048157,0.8671329617500305,0.45457470417022705,0.8027210831642151,0.8900977969169617,0.4191364049911499,0.0005000000237487257
0.7800350785255432,0.8667755126953125,0.4549632668495178,0.8037676811218262,0.8916947841644287,0.4179117977619171,0.0005000000237487257
