accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.6937851905822754,0.7704125642776489,0.5720596313476562,0.7524856328964233,0.8556540012359619,0.5257624983787537,0.0010000000474974513
0.7488226294517517,0.8328396677970886,0.5021811127662659,0.7880690693855286,0.8793653845787048,0.44228917360305786,0.0010000000474974513
0.7652599215507507,0.8498569130897522,0.47932159900665283,0.7990580797195435,0.8877002000808716,0.41994404792785645,0.0010000000474974513
0.7744020819664001,0.8556470274925232,0.4715118110179901,0.809000551700592,0.8904948830604553,0.4169643819332123,0.0010000000474974513
0.7792040109634399,0.8648556470870972,0.4582587778568268,0.8116169571876526,0.8950190544128418,0.40867316722869873,0.0010000000474974513
0.7889001965522766,0.8719549179077148,0.44697365164756775,0.8105703592300415,0.8969473838806152,0.4039577841758728,0.0005000000237487257
0.7887154817581177,0.8744872212409973,0.44238221645355225,0.8100470900535583,0.897895872592926,0.4022729694843292,0.0005000000237487257
0.7950872778892517,0.8788701295852661,0.43638041615486145,0.8163265585899353,0.8988625407218933,0.4000547230243683,0.0005000000237487257
0.7954566478729248,0.8794322609901428,0.4344705641269684,0.819466233253479,0.8991171717643738,0.40041422843933105,0.0005000000237487257
0.8018284440040588,0.8848605155944824,0.42685461044311523,0.819466233253479,0.9006862044334412,0.39740943908691406,0.0005000000237487257
